용도,일반명(한글),일반명(영문),CAS No,화학명,구조식,용해도,분자식,비점,분자량,증기압,외관,KowLogP,융점,밀도,코드명,코드설명,계통명
살충,프론타린,frontalin,28401-39-0,"(1S,5R)-1,5-dimethyl-6,8-dioxabicyclo[3.2.1]octane",,,C8H14O2,,142.2,,,,,,미분류,작용기구 불명,coleopteran attractants
살충,프리미도포스,primidophos,39247-96-6,"O,O-diethyl O-2-N-ethylacetamido-6-methylpyrimidin-4-yl phosphorothioate or N-(4-diethoxyphosphinothioyloxy-6-methylpyrimidin-2-yl)-N-ethylacetamide",,,C13H22N3O4PS,,347.4,,,,,,미분류,작용기구 불명,pyrimidine organothiophosphate
제초,프리미설퓨론,primisulfuron,113036-87-6,"2-[4,6-bis(difluoromethoxy)pyrimidin-2-ylcarbamoylsulfamoyl]benzoic acid",,,C14H10F4N4O7S,,454.3,,,,,,B,분지 아미노산 생합성 저해,pyrimidinylsulfonylurea
제초,프리미설퓨론메틸,primisulfuron-methyl,86209-51-0,"methyl 2-[4,6-bis(difluoromethoxy)pyrimidin-2-ylcarbamoylsulfamoyl]benzoate",,"In water 3.7 (pH 5), 390 (pH 7), 11000 (pH 8.5) (all in mg/L). In acetone 45000, toluene 590, n-octanol 130, n-hexane <1 (all in mg/L, 25℃).",C15H12F4N4O7S,,468.3,,백색 미세 분말,"2.1 (pH 5), 0.2 (pH 7), -0.53 (pH 9) (all 25℃)",194.8-197.4℃ (decomp.),1.64 (20℃),B,분지 아미노산 생합성 저해,pyrimidinylsulfonylurea
살균,프탈라이드,Phthalide,27355-22-2,"4,5,6,7-tetrachlorophthalide",,"in Water 2.5㎖/ℓ(25℃), Acetone 8.3, Benzene 16.8, Ethyl alcohol 1.1,  Dioxane 14.1, Tetrahydrofuran 19.3 (all g/ℓ)",C8H2Cl4O2,209～210℃,271.9,209～210℃,무색 결정,3.17,212.0.- 212.6℃,-,자1,환원효소 기능 저해 (트리사이클라졸),unclassified
제초,플라자설퓨론,Flazasulfuron,104040-78-0,"1-(4,6-dimethoxypyrimidin-2-yl)-3-(3-trifluoromethyl-2-pyridylsulfonyl)urea",,"&quotIn water 27.0(pH5),2100(pH7) mg/L (20-25℃).   In acetone 22.4, acetonitrile 8.7,dichloromethane 22.1, ethyl acetate6.9 ,hexane 0.00051,methanol 4.2, octanol 0.2,toluene 0.56(all in g/L, 20-25℃).""",C13H12F3N5O5S,,407.3,,무취 백색 결정성 분말,"&quot-0.06(pH7),1.3(pH5)",180℃ (purity 99.7%),1.606 (20℃),H02,분지 아미노산 생합성 저해,pyrimidiylsulfonylurea
제초,플람프로프,flamprop,58667-63-3,N-benzoyl-N-(3-chloro-4-fluorophenyl)-DL-alanine,,In water 18.2 mg/L.,C16H13ClFNO3,,321.7,,,2.9,,,미분류,작용기구 불명,arylalanine
제초,플람프로프-엠,flamprop-M,90134-59-1,N-benzoyl-N-(3-chloro-4-fluorophenyl)-D-alanine,,,C16H13ClFNO3,,321.7,,,3.09 (25℃),,,미분류,작용기구 불명,arylalanine
제초,플람프로프-엠-메틸,flamprop-M-methyl,63729-98-6,methyl N-benzoyl-N-(3-chloro-4-fluorophenyl)-D-alaninate,,"In water 0.016 g/L (25℃).  In acetone 406, n-hexane 2.3 (both in g/L, 25℃).",C17H15ClFNO3,,335.8,,백색~연회색 결정,3.0,84-86℃,1.311 kg/L (22℃),미분류,작용기구 불명,arylalanine
제초,플람프로프-엠-아이소프로필,flamprop-M-isopropyl,63782-90-1,isopropyl N-benzoyl-N-(3-chloro-4-fluorophenyl)-D-alaninate,,"In water 12 mg/L (20℃).  In acetone 1560, cyclohexanone 677, ethanol 147, hexane 16, xylene c. 500 (all in g/L, 20℃).",C19H19ClFNO3,,363.8,,백색 결정,3.69,72.5-74.5℃,1315 kg/m^3,미분류,작용기구 불명,arylalanine
제초,플람프로프메틸,flamprop-methyl,52756-25-9,methyl N-benzoyl-N-(3-chloro-4-fluorophenyl)-DL-alaninate,,In water 35 mg/L (20℃).,C17H15ClFNO3,,335.8,,,3.330,84-86℃,,미분류,작용기구 불명,arylalanine
제초,플람프로프아이소프로필,flamprop-isopropyl,52756-22-6,isopropyl N-benzoyl-N-(3-chloro-4-fluorophenyl)-DL-alaninate,,In water 18 mg/L (20℃).,C19H19ClFNO3,,363.8,,,4.240,,,미분류,작용기구 불명,arylalanine
생조,플러프리미돌,flurprimidol,56425-91-3,(RS)-2-methyl-1-pyrimidin-5-yl-1-(4-trifluoromethoxyphenyl)propan-1-ol,,"In water 114 (distilled), 104 (pH 5), 114 (pH 7), 102 (pH 9) (all in mg/L, 20℃).  In hexane 1.26, toluene 144, dichloromethane 1810, methanol 1990, acetone 1530, ethyl acetate 1200 (all in g/L).",C15H15F3N2O2,264℃,312.3,264℃,백색~담황색 결정,"3.34 (pH 7, 20℃)",93-95℃,1.34 (24℃),비대상(생장조정제),생장조정제 비저항성 발생 농약,growth retardants
제초,플럭소페님,fluxofenim,88485-37-4,"4′-chloro-2,2,2-trifluoroacetophenone (EZ)-O-1,3-dioxolan-2-ylmethyloxime",,"In water 30 mg/L (20℃).  Miscible with common organic solvents(acetone, methanol, toluene, hexane, octanol).",C12H11ClF3NO3,94℃/0.1 mmHg,309.7,94℃/0.1 mmHg,무색 유성 액체,2.9,<25℃,1.36 (20℃),미분류,작용기구 불명,herbicide safeners
살충,플로니카미드,Flonicamid,158062-67-0,N-cyanomethyl-4-(trifluoromethyl)nicotinamide,,,C9H6F3N3O,,229.2,,백색 무취 결정성 분말,,157.5℃,1.531 (20℃),29,플로니카미드,unclassified
제초,플로라슐람,florasulam,145701-23-1,"2′,6′,8-trifluoro-5-methoxy[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonanilide",,"In water 0.121(purified, pH 5.6-5.8), 0.084(pH 5.0), 6.36(pH 7.0) 94.2(pH 9.0) (g/L, 20℃). In n-heptane 0.019×10^-3, xylene 0.227, n-octanol 0.184 (g/L solution, 20℃).  In dichloroethane 3.75, methanol 9.81, acetone 123, ethyl acetate 15.9, acetonitrile 72.1 (g/L solvent, 20℃).",C12H8F3N5O3S,,359.3,,,-1.22 (pH 7.0),193.5-230.5℃ (decomp.),1.53,B,분지 아미노산 생합성 저해,"sulfonanilide, triazolopyrimidine"
제초,플로르피록시펜벤질,Florpyrauxifen-benzyl,1390661-72-9,benzyl 4-amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)-5-fluoropyridine-2-carboxylatebenzyl 4-amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)-5-fluoropicolinate(IUPAC) benzyl 4-amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)-5-fluoropyridine-2-carboxylate(PIN),,"methanol : 13 g/L(20℃), acetone : 210 g/L(20℃),    xylene : 14 g/L(20℃), 1,2-dichloroethane : 95 g/L(20℃),   ethyl acetate : 120 g/L(20℃), n-heptane : 0.053 g/L(20℃),,    n-octanol : 4.9 g/L(20℃)   Purified Water: 0.015 mg/L(20℃)",C20H14Cl2F2N2O3,285.87 ℃,439.2 g&#47;mol,285.87 ℃,분상 미백색,5.5,138.52℃,Bulk Density 0.202 g/mL(23.4 ℃),H04,인돌아세트산 유사작용,
살충,플로메토퀸,Flometoquin,875775-74-9,"2-ethyl-3,7-dimethyl-6-[4-(trifluoromethoxy)phenoxy]-4-quinolylmethyl carbonate",,.Water : 1.203×10-5g/L(20℃)  ·n-Hexane : 11.1 g/L(20℃)  ·Toluene : 283 g/L(20℃)  ·Dichloromethane : > 500 g/L(20℃)  ·Acetone : 373 g/L(20℃)  ·Methanol : 33.7 g/L(20℃)  ·Ethyl acetate : 297 g/L(20℃),C22H20F3NO5,248.1℃(2.23 kPa),435.39,248.1℃(2.23 kPa),백색 분말,log Pow = 5.41(상온),116.6 ∼ 118.3℃,0.3042 g/cm3(21℃),34,-,
기타,플로코우마펜,flocoumafen,90035-08-8,"4-hydroxy-3-[(1RS,3RS1RS,3SR)-1,2,3,4-tetrahydro-3-[4-(4-trifluoromethylbenzyloxy)phenyl]-1-naphthyl]coumarin (mixture of cis- to trans-isomers in the ratio range 60:40 to 40:60 respectively)",,"In water 0.114 mg/L (pH 7, 20℃).  In n-heptane 0.3, acetonitrile 13.7, methanol 14.1, n-octanol 17.4, toluene 31.3, ethyl acetate 59.8,    dichloromethane 146, acetone 350 (all in g/L, 20℃).",C33H25F3O4,,542.6,,Off-white 고체,6.12,166.1-168.3℃,1.40,비대상(기타),기타 비저항성 발생 농약,coumarin rodenticides
살균,플루디옥소닐,Fludioxonil,131341-86-1,"4-(2,2-difluoro-1,3-benzodioxol-4-yl)-1H-pyrrole-3-carbonitrile",,"In water 1.8 mg/L (20-25℃).   In acetone190,ethanol 44, hexane 0.01, octanol 20, toluene 2.7 (all in g/L, 20-25℃).",C12H6F2N2O2,,248.2,,황색 결정,4.12,199.8℃,1.54 (20℃),마2,삼투압 신호전달 효소 MAP 저해(플루디옥소닐),Pyrrole
제초,플루라졸,flurazole,72850-64-7,"benzyl 2-chloro-4-trifluoromethyl-1,3-thiazole-5-carboxylate or benzyl 2-chloro-4-trifluoromethylthiazole-5-carboxylate",,In water 0.5 mg/L (25℃).,C12H7ClF3NO2S,,321.7,,,4.140,52℃,,미분류,작용기구 불명,herbicide safeners
제초,플루로클로리돈,flurochloridone,61213-25-0,"mixture of the enantiomeric pairs (3RS,4RS3RS,4SR)-3-chloro-4-chloromethyl-1-(α,α,α-trifluoro-m-tolyl)-2-pyrrolidone (isomers in the ratio 3:1)",,"In water 35.1 (distilled), 20.4 (pH 9) (both in mg/L, 25℃). In ethanol 100, kerosene <5 (both in g/L, 20℃).  Readily soluble in acetone, chlorobenzene and xylene.",C12H10Cl2F3NO,212.5℃/10 mmHg,312.1,212.5℃/10 mmHg,갈색-베이지색 왁스상 고체,3.36,"40.9℃ (eutectic), 69.5℃ (trans-isomer)",1.19 (20℃),F1,카로티노이드 생합성 저해(PDS),unclassified
제초,플루록시피르,Fluroxypyr,69377-81-7,"4-amino-3,5-dichloro-6-fluoro-2-pyridyloxyacetic acid",,"In water 5700 (pH 5.0), 7300 (pH 9.2) mg/L (20℃).  In acetone 51.0, methanol 34.6, ethyl acetate 10.6, isopropanol 9.2,     dichloromethane 0.1, toluene 0.8, xylene 0.3 (all in g/L, 20℃).",C7H5Cl2FN2O3,,255.0,,백색 결정성 고체,-1.24 (unstated pH),232-233℃,1.09 (24℃),O,인돌아세트산 유사작용,pyridine
제초,플루록시피르멥틸,Fluroxypyr-meptyl,81406-37-3,"(RS)-1-methylheptyl 4-amino-3,5-dichloro-6-fluoro-2-pyridyloxyacetate",,"In water 0.09 mg/L. in acetone 867, methanol 469, ethyl acetate 792, dichloromethane 896, toluene 735, xylene 642, hexane 45 (all in g/L, 20℃).",C15H21Cl2FN2O3,,367.2,,Off-white solid,,58.2-60℃,1.322,H04,인돌아세트산 유사작용,pyridine
제초,플루리돈,fluridone,59756-60-4,"1-methyl-3-phenyl-5-(α,α,α-trifluoro-m-tolyl)-4-pyridone",,"In water c. 12 mg/L (pH 7, 25℃). In methanol, chloroform, diethyl ether >10, ethyl acetate >5, hexane <0.5 (all in g/L).",C19H14F3NO,,329.3,,백색 결정성 고체,"1.87 (pH 7, 25℃)",154-155℃,"(Bulk) loose 0.358, packed 0.515 g/cm^3",F1,카로티노이드 생합성 저해(PDS),unclassified
제초,플루메진,flumezin,25475-73-4,"2-methyl-4-(α,α,α-trifluoro-m-tolyl)-1,2,4-oxadiazinane-3,5-dione",,,C11H9F3N2O3,,274.2,,,,,,미분류,작용기구 불명,dicarboximide
살균,플루메토버,flumetover,154025-04-4,"2-(3,4-dimethoxyphenyl)-N-ethyl-α,α,α-trifluoro-N-methyl-p-toluamide",,,C19H20F3NO3,,367.4,,,,,,미분류,작용기구 불명,amide
생조,플루메트랄린,flumetralin,62924-70-3,"N-(2-chloro-6-fluorobenzyl)-N-ethyl-α,α,α-trifluoro-2,6-dinitro-p-toluidine",,"In water 0.07 mg/L (25℃). In acetone 560, toluene 400, ethanol 18, n-hexane 14, n-octanol 6.8 (all in g/L, 25℃).",C16H12ClF4N3O4,,421.7,,황색~주황색 무취 결정,5.45 (25℃),101.0-103.0℃,1.54,비대상(생장조정제),생장조정제 비저항성 발생 농약,growth inhibitors
살충,플루메트린,Flumethrin,69770-45-2,"(RS)-α-cyano-4-fluoro-3-phenoxybenzyl (1RS,3RS1RS,3SR)-(EZ)-3-(β,4-dichlorostyryl)-2,2-dimethylcyclopropanecarboxylate or (RS)-α-cyano-4-fluoro-3-phenoxybenzyl (1RS)-cis-trans-(EZ)-3-(β,4-dichlorostyryl)-2,2-dimethylcyclopropanecarboxylate",,,C28H22Cl2FNO3,>250℃,510.4,>250℃,황색 고점성 기름,7.650,<25℃,,3a,합성피레스로이드계,pyrethroid ester
제초,플루메트슐람,flumetsulam,98967-40-9,"2′,6′-difluoro-5-methyl[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonanilide",,"In water 49 mg/L (pH 2.5), solubility increases with pH. Very slightly soluble in acetone and methanol. Insoluble in hexane and xylene.",C12H9F2N5O2S,,325.3,,Off-white 무취 고체,-0.68 (25℃),251-253℃,1.77 (21℃),B,분지 아미노산 생합성 저해,"sulfonanilide, triazolopyrimidine"
제초,플루미옥사진,Flumioxazin,103361-09-7,"N-(7-fluoro-3,4-dihydro-3-oxo-4-prop-2-ynyl-2H-1,4-benzoxazin-6-yl)cyclohex-1-ene-1,2-dicarboxamide",,"In water 1.79 mg/L (25℃).  In acetone 17, acetonitrile 32.3, ethyl acetate 17.8, dichloromethane 191, hexane 0.025, methanol 1.6, n-octanol 0.16     (all in g/L, 25℃).",C19H15FN2O4,,354.3,,황갈색 분말,,202-204℃,1.5136 (20℃),H14,엽록소 생합성 저해,dicarboximide
제초,플루미클로락,flumiclorac,87547-04-4,"[2-chloro-5-(cyclohex-1-ene-1,2-dicarboximido)-4-fluororophenoxy]acetic acid",,,C16H13ClFNO5,,353.7,,,2.7,,,E,엽록소 생합성 저해,dicarboximide
제초,플루미클로락펜틸,flumiclorac-pentyl,87546-18-7,"pentyl [2-chloro-5-(cyclohex-1-ene-1,2-dicarboximido)-4-fluororophenoxy]acetate",,"In water 0.189 mg/L (25℃).   In methanol 47.8, hexane 3.28, n-octanol 16.0, acetone 590 (all in g/L).",C21H23ClFNO5,,423.9,,베이지색 고체,4.99 (20℃),88.9-90.1℃,1.33 g/mL (20℃),E,엽록소 생합성 저해,dicarboximide
제초,플루미프로핀,flumipropyn,84478-52-4,"(RS)-N-[4-chloro-2-fluoro-5-(1-methylprop-2-ynyl)oxyphenyl]cyclohex-1-ene-1,2-dicarboximide",,,C18H15ClFNO3,,347.8,,,,,,E,엽록소 생합성 저해,dicarboximide
살충,플루발리네이트,Fluvalinate,69409-94-5,"(RS)-α-cyano-3-phenoxybenzyl N-(2-chloro-α,α,α-trifluoro-p-tolyl)-DL-valinate",,In water 0.005 mg/L (25℃).,C26H22ClF3N2O3,,502.9,,,6.810,<25℃,,3a,합성피레스로이드계,pyrethroid ester
살충,플루벤디아마이드,Flubendiamide,272451-65-7,"3-iodo-N′-(2-mesyl-1,1-dimethylethyl)-N-{4-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-o-tolyl}phthalamide",,"In water 29.9 ㎍/L (20℃). In p-xylene 0.488, n-heptane 0.000835, methanol 26.0, 1,2-dichloroethane 8.12,  acetone 102, ethyl acetate 29.4    (all in g/L).",C23H22F7IN2O4S,,682.4,,백색 결정성 분말,,217.5-220.7℃,1.659 (20℃),28,디아마이드계,diamide
살충,플루벤지마인,flubenzimine,37893-02-0,"(2Z,4E,5Z)-N2,3-diphenyl-N4,N5-bis(trifluoromethyl)-1,3-thiazolidine-2,4,5-triimine",,In water 30 mg/L (20℃).,C17H10F6N4S,,416.3,,,6.660,118℃,,미분류,작용기구 불명,"mite growth regulators, thiazolidine acaricides"
살충,플루사이클록수론,Flucycloxuron,113036-88-7,"1-{α-[(EZ)-4-chloro-α-cyclopropylbenzylideneaminooxy]-p-tolyl}-3-(2,6-difluorobenzoyl)urea (ratio 50–80% (E)- and 50–20% (Z)-isomers)",,"in Water < 1㎍/ℓ, Xylene 3.3, Cyclohexane 0.2, Ethanol 3.8, N-Methylpyrrolidone 940(all g/ℓ, 20℃)",C25H20ClF2N3O3,,483.9,,회백색을 띤 백색에서 노란 결정(Tech),6.5,143.6℃,,15,벤조일요소계,benzoylphenylurea chitin synthesis inhibitors
살충,플루사이트리네이트,Flucythrinate,915101-98-3,(RS)-α-cyano-3-phenoxybenzyl (S)-2-(4-difluoromethoxyphenyl)-3-methylbutyrate,,"In water 0.096 mg/L (20℃). In acetone, methanol, toluene >250, dichloromethane 250, ethyl acetate 200-250, n-heptane 67-80 (all in g/L, 20℃).",C26H23F2NO4,108℃/0.35 mmHg,451.5,108℃/0.35 mmHg,어두운 호박색 점성 액체,4.74 (25℃),<25℃,1.19 (20℃),3a,합성피레스로이드계,pyrethroid ester
살균,플루설파마이드,Flusulfamide,106917-52-6,"2′,4-dichloro-α,α,α-trifluoro-4′-nitro-m-toluenesulfonanilide",,"In water 501.0 (pH 9.0), 1.25 (pH 6.3), 0.12 (pH 4.0) (all in mg/L, 20℃).  In hexane and heptane 0.06, xylene 5.7, toluene 6.0, dichloromethane 40.4, acetone 189.9,     methanol 16.3, ethanol 12.0, ethyl acetate 105.0 (all in g/L, 20℃).",C13H7Cl2F3N2O4S,Decomp. 250℃,415.2,Decomp. 250℃,담황색 결정,,169.7-171.0℃,1.75 (20℃),미분류(살균제),"메트라페논, 사이목사닐, 사이플루페나미드 등",sulfonanilide
제초,플루세토설퓨론,Flucetosulfuron,412928-75-7,"(1RS,2RS,1RS,2SR)-1-{3-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-2-pyridyl}-2-fluoropropyl methoxyacetate or mixture of (1RS,2SR)-1-{3-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-2-pyridyl}-2-fluoropropyl methoxyacetate and (1RS,2RS)-1-{3-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-2-pyridyl}-2-fluoropropyl methoxyacetate isomer pairs in a ratio of approximately 4:1",,In water 114 mg/L (25℃).,C18H22FN5O8S,,487.5,,무취 백색 고체,,178-182℃,,H02,분지 아미노산 생합성 저해,pyrimidinylsulfonylurea
살균,플루실라졸,Flusilazole,85509-19-9,"bis(4-fluorophenyl)(methyl)(1H-1,2,4-triazol-1-ylmethyl)silane or 1-{[bis(4-fluorophenyl)(methyl)silyl]methyl}-1H-1,2,4-triazole",,"In water 45 (pH 7.8), 54 (pH 7.2), 900 (pH 1.1) mg/L (20℃).  Readily soluble (>2 kg/L) in many organic solvents.",C16H15F2N3Si,,315.4,,백색 무취 결정,,53-55℃,1.30,사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",conazole
제초,플루아졸레이트,fluazolate,174514-07-9,isopropyl 5-[4-bromo-1-methyl-5-(trifluoromethyl)pyrazol-3-yl]-2-chloro-4-fluorobenzoate,,In water 0.053 mg/L (20℃).,C15H12BrClF4N2O2,,443.6,,,5.810,80℃,,E,엽록소 생합성 저해,phenylpyrazole
살충,플루아주론,fluazuron,86811-58-7,"1-[4-chloro-3-(3-chloro-5-trifluoromethyl-2-pyridyloxy)phenyl]-3-(2,6-difluorobenzoyl)urea",,In water 0.02 mg/L (25℃).,C20H10Cl2F5N3O3,,506.2,,,5.1,219℃,,미분류,작용기구 불명,mite growth regulators
살균,플루아지남,Fluazinam,79622-59-6,"3-chloro-N-(3-chloro-5-trifluoromethyl-2-pyridyl)-α,α,α-trifluoro-2,6-dinitro-p-toluidine",,"&#38;quotIn water 135(pH7) mg/L (20-25℃).   In acetone 853, dichloromethane675 ,ethyl acetate 722 ,hexane8,methanol 192, toluene 451 (all in g/L, 20-25℃). &#38;quot",C13H4Cl2F6N4O4,,465.1,,황색 결정성 고체,4.03,117℃,1.81 (20℃),다5,산화적인산화 반응에서 인산화반응 저해,pyridine
제초,플루아지포프,fluazifop,69335-91-7,(RS)-2-{4-[5-(trifluoromethyl)-2-pyridyloxy]phenoxy}propionic acid,,"In water 288.5 mg/L (pH 7, 20℃).",C15H12F3NO4,,327.3,,,"3.18 (25℃, unionised)",,,미분류,작용기구 불명,aryloxyphenoxypropionic
제초,플루아지포프-피,fluazifop-P,83066-88-0,(R)-2-{4-[5-(trifluoromethyl)-2-pyridyloxy]phenoxy}propionic acid,,In purified water 780 mg/L (20℃).,C15H12F3NO4,Glass transition temperature 4℃,327.3,Glass transition temperature 4℃,담황색 유리 모양 물질,"3.1 (pH 2.6, 20℃), -0.8 (pH 7, 20℃, est.)",,,미분류,작용기구 불명,aryloxyphenoxypropionic
제초,플루아지포프메틸,fluazifop-methyl,69335-90-6,methyl (RS)-2-{4-[5-(trifluoromethyl)-2-pyridyloxy]phenoxy}propionate,,,C16H14F3NO4,,341.3,,,,,,미분류,작용기구 불명,aryloxyphenoxypropionic
제초,플루아지포프뷰틸,Fluazifop-butyl,69806-50-4,butyl (RS)-2-{4-[5-(trifluoromethyl)-2-pyridyloxy]phenoxy}propionate,,"In water 1.5 mg/L (pH 7).   Miscible with acetone, cyclohexanone, hexane, methanol, dichloromethane and xylene. In propylene glycol 24 g/L (20℃).",C19H20F3NO4,203℃ (atmospheric pressure),383.4,203℃ (atmospheric pressure),담갈색 액체,4.95,-9℃,1.21 (20℃),H01,아세틸 CoA 카르복실화 효소 저해,aryloxyphenoxypropionic
제초,플루아지포프피뷰틸,Fluazifop-P-butyl,79241-46-6,butyl (R)-2-{4-[5-(trifluoromethyl)-2-pyridyloxy]phenoxy}propionate,,,C19H20F3NO4,"154℃/2.7 Pa, thermal decomp. from c. 100℃",383.4,"154℃/2.7 Pa, thermal decomp. from c. 100℃",무색 액체,4.5,-15℃,1.22 (20℃),H01,아세틸 CoA 카르복실화 효소 저해,aryloxyphenoxypropionic
살충,플루아크리피림,Fluacrypyrim,229977-93-9,methyl (E)-2-{α-[2-isopropoxy-6-(trifluoromethyl)pyrimidin-4-yloxy]-o-tolyl}-3-methoxyacrylate,,"in Water 3.44×10-4g/ℓ(20℃, pH 6.8), 3.21×10-4g/ℓ(10℃, pH 6.8)  Acetone 278, Methanol 27.1, Xylene 119, Toluene 192, n-Octanol 0.25, Ethyl acetate 232, 2-Propanol 0.39, Heptane 1.6, Dichloromethane 179, Hexane 1.84, Acetonitrile 287 (all g/ℓ)",C20H21F3N2O5,309.7℃,426.4,309.7℃,무취 백색 고상,,107.2～108.6℃,,20c,플루아크리피림,methoxyacrylate strobilurin acaricides
살충,플루엔설폰,fluensulfone,318290-98-1,"5-chloro-1,3-thiazol-2-yl 3,4,4-trifluorobut-3-en-1-yl sulfone  or  5-chloro-2-(3,4,4-trifluorobut-3-en-1-ylsulfonyl)-1,3-thiazole",,"Water: 545.3 (mg/L) 20℃ Acetone: 350.49 Dichloromethane: 306.14, Ethyl acetate: 350.76 n-Heptane: 19.01, Methanol: 359.29 n-Octanol: 90.42, Xylene: 356.18",C7H5ClF3NO2S2,282.5℃,291.7,282.5℃,흰색결정분말(순품),1.96,34.4℃,1.30(20℃),미분류(살충제),"아자디락틴, 디코폴 등",unclassified nematicides
제초,플루오로글리코펜,fluoroglycofen,77501-60-1,"O-[5-(2-chloro-α,α,α-trifluoro-p-tolyloxy)-2-nitrobenzoyl]glycolic acid",,In water 0.527 mg/L (25℃).,C16H9ClF3NO7,,419.7,,,4.27,,,E,엽록소 생합성 저해,nitrophenyl ether
제초,플루오로글리코펜에틸,fluoroglycofen-ethyl,77501-90-7,"ethyl O-[5-(2-chloro-α,α,α-trifluoro-p-tolyloxy)-2-nitrobenzoyl]glycolate",,In water 0.6 mg/L (25℃).   Readily soluble in most organic solvents (except hexane).,C18H13ClF3NO7,,447.8,,어두운 호박색 고체,3.65,65℃,1.01 (25℃),E,엽록소 생합성 저해,nitrophenyl ether
살균,플루오로이마이드,Fluoroimide,41205-21-4,"2,3-dichloro-N-4-fluorophenylmaleimide",,"In water 0.611 mg/L (pH 5.4, 20℃). In acetone 17.7, n-hexane 0.073, (both in g/L, 20℃).",C10H4Cl2FNO2,,260.1,,담황색 결정,3.04 (25℃),240.5-241.8℃,1.691,카11,-,"dicarboximide, pyrrole"
생조,플루오리다미드,fluoridamid,47000-92-0,"3′-(1,1,1-trifluoromethanesulfonamido)acet-p-toluidide",,,C10H11F3N2O3S,,296.3,,,2.740,176℃,,비대상(생장조정제),생장조정제 비저항성 발생 농약,growth inhibitors
살균,플루오트리마졸,fluotrimazole,31251-03-3,"1-(3-trifluoromethyltrityl)-1H-1,2,4-triazole",,,C22H16F3N3,,379.4,,,,,,미분류,작용기구 불명,triazole
제초,플루오티우론,fluothiuron,33439-45-1,"3-[3-chloro-4-(chlorodifluoromethylthio)phenyl]-1,1-dimethylurea",,In water 7.30 × 10^4 mg/L (20℃).,C10H10Cl2F2N2OS,,315.2,,,3.910,113.5℃,,C2,"광화학계 Ⅱ 저해(요소, 아미드 계)",phenylurea
살균,플루오피람,Fluopyram,658066-35-4,"N-{2-[3-chloro-5-(trifluoromethyl)-2-pyridyl]ethyl}-α,α,α-trifluoro-o-toluamide",,,C16H11ClF6N2O,319℃,396.7,319℃,백색 분말,,118℃,1.53 (20℃),다2,복합체Ⅱ의 숙신산(호박산염) 탈수소효소 저해,"benzamide, pyridine"
